Name,Rating,Time,Review Text
"Hunt Gar","1 bintang","setahun lalu","pengiriman dri Jawa ke mdo cm 2 hari masa dri Manado ke rumah so 1 Minggu lebih nd sampe2"
"fiane rumagit","1 bintang","2 tahun lalu","Barang so sampe, tapi di aplikasi 2x gagal pengiriman. Kapan mo sampe dg torang p barang?"
"Rian Septiawan","1 bintang","5 tahun lalu","Bagaimana ini barang saya dari jakarta Ke palu malah transit di manado sampai skarang belum sampai barang saya,, Tolong gate away Manado dibaguskan kerjanya,, Barang saya tidak ada dikirim ke palu cuman Tertahan di Manado. Mending saya Pilih JNE ,"
"welliam Tjung","1 bintang","7 tahun lalu","Paket yang disortir di MDC gateway selalu salah alamat,penerima diManado dikirim ketuminting akhirnya paket dikirim lagi ke MDC gateway akhirnya pengiriman lebih lambat..dan ini sudah ke 3 kalinya paket salah disortir dan mengakibatkan …"
"Trid Shoping","1 bintang","4 tahun lalu","Tolong cari kurir yang sopan !! Jangan seperti nama christian yang menelepon untuk antar paket seperti mau ajak ribu. Sok""an, sangat tidak ada etika, dimana pelayanan yang ada ? 👎👎 …"
"Arya Mifta","1 bintang","3 tahun lalu","Kapan barang mo antar ka Gorontalo? estimasi 1-3 januari mar smpe skrang nya ada. Ngoni so nya mo antar kwa ini barang?"
"reihan marams","1 bintang","setahun lalu","NGONI KALO NYANDA NIAT KARJA,NDA USAH KARJA DI JASA KURIR  SO BANYA KALI KT BA PESAN NDA PERNAH COD MAR BARANG NDA PERNAH SAMPE PA KITA ,, …"
"Ritz Dilla","5 bintang","5 tahun lalu","Paket saya dr tgl 12 mei  jkt ke palu via manado. Biasanya jkt lgsg ke palu. Dan di manado dr tgl 14 mei, sampai skrg 18 mei blm di kirim2 ke palu. Tolong di UP kka. Terima Kasih."
"Mha Rasyid","1 bintang","6 tahun lalu","Pelayanan terburuk dri semua ekspedisi yg pernah di pakai, di status pengiriman brg telah diterima smpe skrg brg brg tsb blm pernah di Terima!!!!"
"Killua Zoldych","1 bintang","5 tahun lalu","So tai ini JNT, so lma b tunggu bilang tgl 11 barang sampe di alamat penerima, so se perpanjangan garansi, eh drg Se bale ulng di JKT _GATEway... 😂 …"
"Youtube & Game","1 bintang","5 tahun lalu","Ini pegawainya niat kerja apa tidak kah? Barang malah di tahan di gudang terus..kalau nda ada niat kerja ttup saja j&t manado...kmpret lah"
"Zhain M Desas Desus","1 bintang","5 tahun lalu","Paket dri jakarta tgl 5, mpe d manado tgl 7. Smpe skrg tgl 13 blm jg tiba. Pelayanan untuk jnt manado sangat buruk..,"
"Zindi Tengker","1 bintang","8 tahun lalu","Psanan dri tgl 2 sampe so 2 mnggu blm sampe2 . Trakhir di resi di banjarmasin bru mo krim ke mndo . Barangkali mndo so pindah di banjarmasin stoh ! Biasa 2 hari so smpe. Ini smo 3 mnggu nda sampe2 . Mengecewakan"
"Edy Milala","2 bintang","2 tahun lalu","Resi was invalid and my whatsapp message they didnt reply."
"Meilin Dengah","1 bintang","5 tahun lalu","Sangat kecewa dengan jasa J&T. Baru kali ini saya pakai jasa J&T paket saya bisa tercecer. Selama in tidak pernah. terus kalau paket tercecer yg tanggung jawab siapa? sangat kecewa skali."
"imam sholeh","1 bintang","2 tahun lalu","kurir senenaknya bekerja.brang sdh sampai.gk di antar2....malah tertunda terus"
"Ieralp Irgo Rogahang","1 bintang","6 tahun lalu","Kecewa sama jasa pengiriman ini,nda ada komfirmasi lewat Telpon...,barangnya main dikembalikan👎👎👎kurirnya malas,nda kuasai rute ,payah …"
"arleyne walanda","1 bintang","6 tahun lalu","Barang gagal kirim katanya no hp tidak dapat di hubungi padahal hp saya aktif dan dpt pemberitahuan dari shopee Sekalipun tidak dpt dihub alamat nya jelas rsj ratumbuysang manado"
"DIAH ISLAMIATY M","1 bintang","5 tahun lalu","Barang sudah sampai di Manado berhari-hari namun tidak dikirim ke Ternate dan dibiarkan digudang dalam waktu lama, perbaiki lagi customer care-nya"
"Bad Boys","1 bintang","2 tahun lalu","Kurir nya gak bertanggung jawab di tlpn tidak mau di angkat,sampai skrg paket belu di terima"
"Dhea Antu","1 bintang","9 tahun lalu","Ini tuh bilang J&T express Sampe skrang barang nda sampe"", Kapok mo ba kirim kalau bagini depe cara, …"
"Hatake Pakasi","1 bintang","3 tahun lalu","Biasa nya Tidak Seperti ini... Paket sampai dengan cepat.. . Tapi sekarang Sudah mau. 2-minggu Belum sampe Juga Padahal itu bukang Paket COD??"
"Heraldo Oliver Jacob Jacob","1 bintang","4 tahun lalu","Kurirnya tidak pernah mengantar barangnya tapi di notifikasinya gagal pengantaran,padahal saya selalu menunggu barangnya di rumah."
"Decky Rondonuwu","1 bintang","2 tahun lalu","Pendo sho mho satu Minggu nyanda bagara nih paket nntau d ba luji apa nih orang j&t"
"Karla Weken","3 bintang","5 tahun lalu","Qt p paket so brp hari masa blm2 sampe leh pdhl tiap qt b order qt selalu pake jasa ini mar qyp ja bekeng kecewa pelanggan dang"
"Pricilia Wowor","1 bintang","8 tahun lalu","gimana dong paketan saya di track udh diterima atas nama saya tapi saya belum menerima paketnya sama sekali udh seminggu-__-"
"Ian Pontobulaeng","1 bintang","5 tahun lalu","barang sya udh 2 hari blum sampai, katanya di simpan di gudang tpi smpai saat in blum ada pergerakan"
"Grey Keizia","1 bintang","4 tahun lalu","Paket sudah 3 hari di tahan,,masih pagi status sudah dalam pengiriman kurir tapi tidak di antar dan status sudah berubah paket di tahan,, sangat kecewa dengan pelayanannya"
"Muhamad Ma'sum","1 bintang","2 tahun lalu","J&T Tai ....brang g nympe""...klo g diambil ke kantorx...itupun msh ruwet....pokoknyaTai pelayananya."
"rianty namare","1 bintang","5 tahun lalu","Di keterangan sdh diterima penerima dari tggl 19 Agustus tapi sampai skrg nda ada di tangan penerima. Tdk pernah dihubungi dri kurir.. 👎👎👎 …"
"Ananda Karamoy","1 bintang","6 tahun lalu","Ngak becus , expedisinya sudah diterima tapi sampai saat ini barangnya belum saya terima tmbah lagi nmor call center ngak aktv"" ."
"Zaki Mulana","1 bintang","5 tahun lalu","saya ada paket COD tapi sudah sampai manado tgl 30 Nov dan tertunda di gudang J5, bisa minta tolong jelaskan masalahnya ?"
"Hardianto Mkllg","1 bintang","2 tahun lalu","Paket kurng t putar"" Di pusat sortir Manado, nd tau kpn mta antr pdhl sta bayar"
"Deivi R Turangan","1 bintang","2 tahun lalu","Pengiriman lewat laut lambat paket sering tertahan dan melewati batas estimasi sampai"
"Joker iluminati","1 bintang","3 tahun lalu","Barang nda sampe, kurir selesaikan tanpa tlp,sms chat wa..."
"ARM 64","1 bintang","6 tahun lalu","Ini sesanan sya di kirim ke mana Di shopee nya di bilang sudah sampai atas nama saya .. Lah saya belum terima barang nya"
"Junita Vanessha Ignatia","1 bintang","8 tahun lalu","Saya belum menerima paketan nya tpi di cek no.resi tertulis sudah di terima oleh saya sendiri kan aneh ...👎 …"
"Kevin Sykez","1 bintang","3 tahun lalu","TORANG PE KANTOR SAJA SO NDA PAKE JASA EKSPEDISI J&T KARNA DORANG PE PELAYAN YANG NDA BENAR..NDA BERES DORANG.. APALEH INI J&T EXPRES KOMO..PANIPU SAMUA DORANG DISITU.. …"
"omong gede","1 bintang","7 tahun lalu","j&t rupa pendo dp playanan.... lubampuki sx..... barang so ada nyanda smp2... ada kse no tlvon nya b tlvon... klo pun trang nxnda angka... ngoni sms kambing utang...trang pasti tlvon bale...."
"Vmeyy","1 bintang","2 tahun lalu","Lalot sx paket nd antar""tlfon nd angka paket org s prlu nntau m antr kpan. Tutup j lbe bgs"
"vhia Vhia","3 bintang","3 tahun lalu","HLLO siang ..mo tnya tPE kiriman jadi percobaan kedua.. Blh tau ad kendala apa pak/bu"
"Chandra Arthur Rumbay","5 bintang","6 tahun lalu","Pelayanan Baik, Barang sampai paginya langsung ditelpon untuk konfirmasi alamat. Bagus J&T"
"Dayu Waisly","2 bintang","6 bulan lalu","Sudah pindah dilorong masuk dari gelael"
"Diana Kowel","1 bintang","2 tahun lalu","barang dilacak sdh samapi ternyata berhari2 tdk sampai"
"Ricky Messi Tanesia","1 bintang","5 tahun lalu","Dri tgl 24 kirim barang dari mndo ke ternate smpe skrg tu barang blum smpe2 di ternate... stop mo b kirim barang dri sni.. da tlfn2 le nmw mo angka"
"Tesalonika Wohon","1 bintang","3 tahun lalu","Kalo nemau ba antar pket nd usah krja setang"". Pket doe somo 1 minggu nd antar. Pdahal cuma dkt."
"Randi_ jo","5 bintang","5 tahun lalu","No pesanan 200529DEHPY272 tujuan kota palu,apa barangnya ada? Dan kapan pengiriman kepalu?"
"M2 Chanel","1 bintang","3 tahun lalu","Pengiriman lama di antar ke rumah & slow Respon saat di tanya. Padahal pakai yg Express"
"Fransiska Pricila","1 bintang","5 tahun lalu","Tidak pernah di konfirmasi utk pengantaran barang, setelah di cek barangnya sdh di return ke penjual"
"agnes kusuma","1 bintang","5 tahun lalu","Adoh paket dah smpe dri tgl 18 Komang ini Soh tgl 22, blh mho dtng ambe di gateway? Soh dri so pe lama brng nda smpe""."
"plorensia sahentendi","2 bintang","5 tahun lalu","Paket cod so dimnado dri mnggu lalu smpe skrng blum antr antr . Malahan yg paket satu so diretur"
"Meyy","1 bintang","6 tahun lalu","Brang blum nyampe di rmh , tapi kurir udh mnylsaikan pketnya,!! Yang aamanah dong bpk/ibu"
"Miftahul Jannah","1 bintang","5 tahun lalu","Barang saya dari tgl 10 transit di Manado smpe skrg gk dikirim2 kepalu Udh seminggu 😫😩 …"
"Fransiska Kaligis","5 bintang","7 tahun lalu","terimakasih jnt paket sdh sampai tepat waktu . dari pda pakai expedisi lain.. saya rekomendasi jnt.."
"gabby jesicca","1 bintang","7 tahun lalu","Sudah 2 kali, barang belum diterima tapi keterangan j&t barang sudah diterima. Payah pelayanan."
"Feybe Ranny","1 bintang","7 tahun lalu","Paket tiba di tanjung batu tgl 13. Skrg tgl 18. Blm di antar2 alasan kekurangan kurir!!! Parah!!!!"
"MARCEL RANTUNG","1 bintang","5 tahun lalu","Sudah 6 hari paket saya di dimanado_mateway belum di kirim ka gorontalo ,malahan barang yg lain somaso tadi"
"Ayhu Djakaria","1 bintang","6 tahun lalu","NGONI TAHANG JO ITU BARANG DARI TANGGAL 8 JUNI 2019 SAMPE BAKIMU,  YG PENTING ITU BARANG (COD,  BAYAR DI TEMPAT). NGONI DATANG ANTAR ITU BARANG, QT USER P NGONI"
"Wandy Zation","1 bintang","6 tahun lalu","layanan macam apa ini, dalam 2 jam paket sudah di return hanya bisa merugikan orang aja"
"Dandy Alif Nugroho","5 bintang","8 tahun lalu","Paket kirim hari kamis tgl.16 Februari 2017 Oas 3 hari tgl 18 hari ini udah sampe. Bagus lah"
"Amelia Untu","1 bintang","7 tahun lalu","j&t Service Parah-separah2nya... saya sarankan menggunakan TIKI/JNE sdh terbukti."
"vivoval","1 bintang","3 tahun lalu","kurang professional, barang kelamaan sampai, terakhir kali pakai j&t express"
"olip m","1 bintang","4 tahun lalu","Barang beluk di terima, tapi sdh ada bukti penerimaan yg di tanda tangan kurir"
"nanci gabriella","1 bintang","3 tahun lalu","Luar biasa jelek , pengiriman barang ditahan smp berminggu2 , alasan nd jelas"
"Ricko Wenur","1 bintang","2 tahun lalu","Kurir J&T mlas membwah barang, apakah sudah tidak memiliki kurir ?"
"prisa","1 bintang","2 tahun lalu","pelayanan lama skli, smo ba karat kt da tnggu tpe paket"
"Santia Yambat","3 bintang","3 tahun lalu","Kse pasti Jo kt pe paket in MSI mo antr atw nd so 3hri tbdiam di mndo tpe pkt nd mo antr¹di Kotamobagu"
"Fajri Rizqi","1 bintang","2 tahun lalu","Biasa cuma 1 hari manado boltim kong ini smo 3 hari , pe pendo deng ngoni"
"Adrian Mare","1 bintang","2 tahun lalu","Parah!!! Sampe hari kedua barang blum diantar antar kurir!!!!"
"Glenn Poluan","5 bintang","8 tahun lalu","Pengiriman cepat tanpa batas kirim hari ini besok sudah sampai Recommended skali untuk semua online shop 👍👍👍 …"
"Fura Lie","5 bintang","7 tahun lalu","Pelayanan, kecepatan dalam pengantaran paket cepat, curir nya ramah dan murah senyum. 垮地 和 最好的❤😀😄 …"
"Varil Putra","1 bintang","2 tahun lalu","Tolong Ini Gimana Ya ,Saya Pesen Paket Dari Bandung Harusnya Ke Garut ,ini Malah Nyasar Ke Sini"
"Vinca Waani Youlanda Vinca Waani","1 bintang","6 tahun lalu","J&t gmn pelayanannya?!! Sy telp untuk pengeluhan pelayanan telpnya aktf tapi ngk prn di angkat."
"Gerald Gideon","1 bintang","8 tahun lalu","Saya track dari aplikasi status barang saya sudah diterima, tapi paket tidak pernah sampai"
"Rivaldo","1 bintang","3 tahun lalu","PELAYANAN KURIR BURUK!! DI HUBUNGI NDA AKTIF, KURIR NDA BA TELFON KONG LANGSUNG TULIS RESCHEDULE DARI CUSTOMER PADAHAL QT DA TUNGGU"" TU PESANAN NDA SAMPE""!!"
"adi paskah","5 bintang","6 tahun lalu","custumer service sangat ramah dan dekat dengan gudang JNT pasti barang sampai di tujuan dengan selamat"
"Putra Mkoz","1 bintang","4 tahun lalu","Barang saya sudah 5 hari belum ada.....saya sangat kecewa dengan pelayanan ini"
"Nurul Isti","1 bintang","setahun lalu","Paket return ku yang tercecer tidak di gubris,, di chat tidak pernh di respon"
"Josua Kaligis","1 bintang","6 tahun lalu","Pelayanan payah, barang customer ambil sendiri di gudang, pelayanan yg sungguh buruk"
"Rey ID","1 bintang","setahun lalu","Pengantaran sangat lambat dan kurir tidak menghubungi saya"
"Josua Dumais","1 bintang","2 tahun lalu","Kurir kurang pelayanan ganti Jo yang serius ba kerja"
"Great Erick","1 bintang","3 tahun lalu","Pengiriman gak pernah nyampe. Estimasi pengiriman dah lewat barang gak nyampe."
"Monanda 15","5 bintang","5 tahun lalu","sampai saat ini sangat baik, COD pun sangat terbantu dgn J&T..makasih👍 …"
"Dewiyanti Dahlan","3 bintang","5 tahun lalu","Please JnT gak biasa'y pket pesanan saya blm nyampe kek ini 🥺🥺🥺🥺 CekRicek masi d Drop Point Sumber 😭😭 …"
"Helos Toktil","1 bintang","2 tahun lalu","jnt skrang ssh.paket sdh afa di lokasi selalu ggl"
"Lian Supit","1 bintang","2 tahun lalu","tempat sudah tutup. tidakada JNT dsni.. bikin capek dtg ksini"
"Klaudia Posumah","1 bintang","3 tahun lalu","Pelayanan sangat buruk. Ambe paket cuma 1 batunggu amper 3 jam"
"luki dodok","1 bintang","3 tahun lalu","Kiriman keluar pulau lama sekali. Dulu sangat cepat.. makin kesini makin lama"
"Fifty Suawa","1 bintang","4 tahun lalu","Cuma J&T di komo yg harganya beda lebih mahal dari J&T semanado, tidak di rekom ke J&T di sini, mending J&T lain"
"Putera Mumu","1 bintang","5 tahun lalu","tape barang blum kirim ka rumah,kyapa kata so se bale ulng di MDC_Gateaway🤦🏻‍♂️ …"
"Dona Novia","1 bintang","3 tahun lalu","Ini bagaimana barang salah antar kok belum ada tindak lanjut?"
"Aldy Kapoh","1 bintang","7 tahun lalu","Sangattt jengkel pelayanan parah, payah, dan sangat amat sangat payah, separah parahnya.. …"
"Christian Yura","5 bintang","5 tahun lalu","Mantap, kirim barang bisa jemput di tempat .memudahkan pelanggan mksi J&T"
"Clara Klots","5 bintang","2 tahun lalu","Kurirnya baik², pelayanannya the best lah👍 …"
"Fardhan Askhari","1 bintang","4 tahun lalu","Dah tiga hari barang sedang di antar tapi ngak nyampe"""
"Law 30","1 bintang","2 tahun lalu","Barang lama sampe 8hari sortir trus"
"Noval Tome","1 bintang","5 tahun lalu","Bampuki jnt Manado kt p barang so 1minggu ngo tra kirim k Ternate"
"M _ Ibrahim","1 bintang","8 tahun lalu","so 1 minggu barang nda sampe"". pengiriman lambat."
"Giska Silangen","1 bintang","2 tahun lalu","Adakh yang punya kontak kurir jnt manado?"
"PUMA ID","1 bintang","4 tahun lalu","expedisi paling buruk di kota Manado sekarang. BURUKKKKKKK.!!!! So tobat m pake ini expedisi lagi..!!!"
"belakang pertama","1 bintang","3 tahun lalu","CUMA SARAN KALO BLH JA TRAINING BAE""LENGKALI NGONI PE KURIR,,,,,MASI ANAK BARU LEPAS TOTO JGN J LGSUNG KSE TURUN LAPANGAN KWA,,,,,"
"deni kurnia","1 bintang","5 tahun lalu","Kurang cepat yg selter manado ini barang saya nyampe manado tapi nginep nya lama"
"Keirin Keira","1 bintang","2 tahun lalu","PAKET NYA PERNAH ANTAR-ANTAR RIKI SO TA SUSUN DENG PAKET"" LAENG .. SETANGGGG memanggg"
"Eqi Maulidana","1 bintang","setahun lalu","pelayanan lemot sekalii karyawannya gak noat kerja apa gimana"
"Riski KikHa Anggereini","5 bintang","3 tahun lalu","Bagus cuma lebih tingkatkan costomer yg memang sudah langganan dari pada yg blm pasti"
"Mohamad Iswadi Djaman (Adi)","1 bintang","6 tahun lalu","Barang sudah di kotamobagu dari 28 Januari kok blm diantar??"
"Hendry Wijaya","1 bintang","5 tahun lalu","Barang sampai tgl 1/07/2020 ga antar2 sampai tgl 3 /7/2020"
"Indri Makadao","1 bintang","7 tahun lalu","Jnt pelayanannya parah banget.. Lalodnya minta ampun.."
"Ecal Najwa","1 bintang","5 tahun lalu","Tolong di perbaiki pelayanan utk pengantaran barang ke tempat tujuan"
"itha rayhan","1 bintang","8 tahun lalu","Saya belum menerima barang,tp tertulis sudah di terima,,bagaimana sih....😡 …"
"Meidy Pontoh","1 bintang","8 tahun lalu","Barang belum di terima, tapi pas cek track barang sudah diterima oleh saya sendiri😡😡😡😡 …"
"Agustina Makabimbang","1 bintang","6 tahun lalu","Seharusnya hr ini brng dr jakarta so ada tpi so  brp hr msh star dr jakarta"
"bang raman","5 bintang","7 tahun lalu","Jasa pengiriman barang yang bisa di percaya. Untuk barang yang di kirim di jamin bagus sampai tujuan."
"Berry Tumiwa","3 bintang","3 tahun lalu","Kurir tidak ada konfirmasi pengantaran barang."
"Yudita Rumondor","1 bintang","3 tahun lalu","Barang hanya sekali di antar tanpa menelpon customer"
"Alfa Takasabare","1 bintang","2 tahun lalu","Tpe paket baru sampe bolh langsung pigi ambe disini?"
"Ruli Matta","1 bintang","3 tahun lalu","P lama ini paket, smo 2 mggu nda muncul""."
"Anjaz Harianto","1 bintang","8 tahun lalu","Somo 1 minggu paket nda sampe2. Bilang 2-3 hari. Hadeeee"
"Tria Monalu","1 bintang","8 tahun lalu","Parah ga nyampe"" paket nya tapi di web udah diterima"
"Virgie Mamanua","1 bintang","2 tahun lalu","Pengiriman lamaaaaa.. Tutup jo ngni!!!"
"Hadis Shabira","1 bintang","setahun lalu","tidak bisa kirim baterai hp😡 …"
"Nrzzrri'","1 bintang","3 tahun lalu","Kdcki sx,Paket baru mo pi ambe so blg retur!!!"
"Fitri Sukmawati","1 bintang","7 tahun lalu","Barang sudah 20 Hari Tak Kunjung Datang .. sampe Skrng"
"Vini Tandayu","1 bintang","8 tahun lalu","Paket lama gak bwa pdhl sdh lma di manado 😈 …"
"Meridiane Tanod68","1 bintang","3 tahun lalu","Somo 1 bulan Qt p paket blum antar"""
"bayu ali","3 bintang","5 tahun lalu","barang saya belum sampai sampai kirimnya dari jakarta ke manado ke manado ke ternate tapi belum sampai di ternate"
"Piet Hein Pusung","1 bintang","7 tahun lalu","Sudah 3 minggu barang tidak diterima, telpon tidak pernah respon"
"Ath3xz Now","5 bintang","7 tahun lalu","Expedisi pengiriman barang yg on terus sampai hari minggu"
"James Lumowa","1 bintang","2 tahun lalu","J&T motoling pelayanannya paling buruk"
"Arfi Putra","1 bintang","setahun lalu","Uda ttup . parah ! Hilangkan aja dri gmaps !"
"Brian Mamesah","1 bintang","Diedit 2 tahun lalu","Pengarantaran reschedule padahal tidak ada info dengan costumer"
"Yesika Kandou","1 bintang","2 tahun lalu","Kalo mkse rating bntg nol sto ni jnt Komo ini"
"Eko Prasetyo","5 bintang","7 tahun lalu","Pelayanannya bagus,  murah senyum,  dan selalu cepat dalam pengantaran, ❤️"
"Lovenia Marlien Sakul","5 bintang","7 tahun lalu","Terima kasih jnt . Pelayanan sangat memuaskan. Recommend"
"Ajjaye Zailany","5 bintang","7 tahun lalu","Penggiriman dan penerimaan paket sangat cepat 👍 …"
"Lodz Manado","1 bintang","5 tahun lalu","Barang belum di terima. Tapi di tracking sudah di terima. Bgimana ini?"
"walad chanel","1 bintang","setahun lalu","Paket sangat lambat diatasi"
"- T","1 bintang","6 tahun lalu","on saturday they don't update their deliveries. they tend to hold it so they can delivered it on monday!"
"Sri Ayun Ahapa","2 bintang","8 tahun lalu","Kenapa brng sy blom jg diantar mba"
"choliiezt nhuer","1 bintang","3 tahun lalu","Paket 12 hari belum nyampe"""
"Chanshaa •","1 bintang","3 tahun lalu","Pelayanan buruk, kurir gblok, jimils pendo"
"Stori Manado","1 bintang","3 tahun lalu","Tidak benar ni nmr hp nga ada yg benar..."
"Fliky gamer","5 bintang","3 tahun lalu","pelayanan tercepat di banding jnt tempat lain"
"Valentino stenly rico Latuny","1 bintang","3 tahun lalu","Tidak memuaskan. Dan kurirnya lalot.😡😡😡😡😡 …"
"Fadila Masloman","1 bintang","7 tahun lalu","Msa tu brng so smpe di mapanget smodua mnggu nd ad tu brng"
"Rendy Kristianto","1 bintang","3 tahun lalu","DARI TGL 16 JULI PAKET SAYA BELUM SAMPAI-SAMPAI"
"Cynthia Kereh","1 bintang","5 tahun lalu","Stts s lama nd berubah2, nntau pket ad dmna. Payah"
"paulina ogotan","5 bintang","3 tahun lalu","Pengiriman ke arah tatelu mohon kse cepat 😀 …"
"Acell Warouw","1 bintang","5 tahun lalu","Antar ka kokoleh satu tape barang capat woi"
"ribka laloan","5 bintang","7 tahun lalu","Terimakasih j&t barang terbungkus dengan rapih dan aman"
"Yuli Manenggelo","1 bintang","3 tahun lalu","pdhl bayar ongkir tapi di suruh ambil sendiri"
"vivi 200","1 bintang","3 tahun lalu","Lama sekali paket kirimmmmm ya tuhan"
"wayne gaming","1 bintang","5 tahun lalu","Sudah jam masuk istirahat masih tidak ada org"
"Andris Aliwu (Papa Naya)","1 bintang","3 tahun lalu","Sangat lelet 👎👎 Dari dulu ngak perna berubah 🥱🥱 …"
"Boss Kece","1 bintang","3 tahun lalu","sangat tidak recomended , pelayanan nya kurang baik"
"Regino Angelo Warbung","5 bintang","4 tahun lalu","Pelayanan sangat ramah, kantor nyaman."
"Ramenusa Lumanauw","1 bintang","7 tahun lalu","Ramah pelayannya tapi kayaknya belum terlalu propfesional"
"Heraldy Yudhantara","1 bintang","3 tahun lalu","Barang sudah sampai tidak diantar antar"
"Junico Johsua","1 bintang","6 tahun lalu","Barang belum sampe bilang so sampe"
"HJJK GGMANG","3 bintang","5 tahun lalu","KAPAN KIRIM KE PALU BANG AKU NUNGGU DARI MEDAN CEPAT YA BANG!!!!!!!"
"Hanafi Assagaf","3 bintang","Diedit 8 tahun lalu","Tempat yang strategis untuk di datangi"
"Christovel Umboh","2 bintang","6 tahun lalu","Gateway masih tutup... Info kpan gateway buka ?..."
"Andy G","3 bintang","5 tahun lalu","ok. sayang buka ga sampe malam."
"elfiana claudya aggi","5 bintang","5 tahun lalu","Buka sampe jam 8/9"
"Made Abdjul Zulkarnain","5 bintang","4 tahun lalu","Pelayanan Sangat Luar Biasaaaa ❤️🤗❤️😇 …"
"unang mkdmpt","5 bintang","Diedit 3 tahun lalu","Udah bagus tinggal di tingkatkan lagi"
"Steve Massie","1 bintang","setahun lalu","Invalid address, no longer a J&T address"
"Patrick Simamora","1 bintang","7 tahun lalu","Pelayanan sangat buruk, sangat lama dan tidak profesional."
"Juane Pogo","1 bintang","5 tahun lalu","Pelayanan yang tidak baik. Lambat respon👎 …"
"Sahfrudin Rafly Bugis","1 bintang","3 tahun lalu","pelayanan nd bagus"
"Chacha Zi","1 bintang","2 tahun lalu","Pelayanan buruk sekali"
"Aris Lolo","4 bintang","6 tahun lalu","Alternatif pengiriman paket selain Tiki"
"Mario Sihotang","1 bintang","setahun lalu","Pelayanan buruk"
"원구","1 bintang","4 tahun lalu","Nda guna"
"RidhoAssa RidhoAsssa","5 bintang","setahun lalu","Barang berqualitas dan murah2"
"Budi Suwarno","1 bintang","7 tahun lalu","ga bagus"
"Sefly Suoth","5 bintang","6 tahun lalu","Pelayanan yg ok...."
"Arthur Karambut","4 bintang","2 tahun lalu","Pelayanan"
"Lord Poseidon","1 bintang","8 tahun lalu","Pelayanan yg buruk"
"Hosea Tangkudung","5 bintang","7 tahun lalu","pengiriman tepat dan cepat :)"
"Vahrani Maharani","5 bintang","3 tahun lalu","Sip lah"
"Expelianor 25","5 bintang","6 tahun lalu","Cepat skli mantap"
"giffari moeslim","5 bintang","2 tahun lalu","👍 …"
"Isai MUGIWARA","4 bintang","6 tahun lalu","Pelayanannya ramah"
"Irwan Nios","1 bintang","5 tahun lalu","Pelayanan parah tdk profesional"
"Ongen Enggie","1 bintang","2 tahun lalu","1 kata PAAARRRAAAAHHHHHHHH"
"Rio Manuel Manoppo","5 bintang","setahun lalu","Jnt Terbaik"
"fathiyah abasi","5 bintang","5 tahun lalu","Pelayanannya baguss"
"ratna lase","5 bintang","7 tahun lalu","Cepat dan gratis jemput di tempat"
"Lita Irene","5 bintang","2 tahun lalu","Bagus dan cepat."
"RGN Collections","5 bintang","6 tahun lalu","Terbaik.."
"Nick Warouw","1 bintang","6 tahun lalu","Jasa ekspedisi terpayah"
"Danur Kinalis","4 bintang","5 tahun lalu","lumayan, tingkatkan"
"Debby Mado","5 bintang","2 tahun lalu","Tempat pengiriman paket"
"gigin laurens","5 bintang","4 tahun lalu","Saya puas menggunakan google maps"
"Dave Edge","1 bintang","setahun lalu","Parah"
"Orang Kampung","5 bintang","4 tahun lalu","Dekat pusat kota"
"umy taty Lihawa","5 bintang","5 tahun lalu","Karyawannya ramah²"
"Agus Wachid","2 bintang","7 tahun lalu","Kurang pelayanan servicenya"
"Arya Lesmna","5 bintang","7 tahun lalu","Sangat membantuh...."
"Bryan Kondolia","5 bintang","7 tahun lalu","bagus pelayanannya"
"Alvaro Tewu","1 bintang","2 tahun lalu","pelayanan payah"
"Yaziin Solichin","1 bintang","6 tahun lalu","Lambat pelayanan"
"Efraim Manopo MV","5 bintang","4 tahun lalu","Mantap layanannya"
"Permata Channel","5 bintang","4 tahun lalu","Bagus..."
"Mulyadi Laluyan","5 bintang","4 tahun lalu","Pelayanan bagus"
"Bryan “MercyfullGriffin” Kapahang","5 bintang","5 tahun lalu","Pelayanan cukup bagus"
"nia karundeng","1 bintang","6 tahun lalu","Pket lma d antar"
"Imma Puspasari","3 bintang","6 tahun lalu","Lama banget nunggunya."
"Wensy Wahani","5 bintang","6 tahun lalu","Cepat.."
"Fuadi Lazuardi","4 bintang","2 tahun lalu","Baik"
"Delviani Tewuh","1 bintang","2 tahun lalu","jelek"
"ita rahmawati","1 bintang","5 tahun lalu","Lemot parah. hih !"
"Rifka Gaming","1 bintang","2 tahun lalu","Buruk pelayanan"
"John Christo Suwanto","5 bintang","6 tahun lalu","send and deivery my package here"
"Cek Inbox","1 bintang","6 tahun lalu","Lambat !!"
"Arief Bode","5 bintang","5 tahun lalu","Ramah dan nyaman"
"samusa indo","1 bintang","2 tahun lalu","Lemot"
"Fahrian Tole","1 bintang","6 tahun lalu","Tdk mengangkat telpon."
"Anen Liu","1 bintang","2 tahun lalu","Buruk"
"Rahmat Abdillah","4 bintang","6 tahun lalu","Expedisi lumayan oke"
"Ardila Rahayu","1 bintang","5 tahun lalu","Pelayanan sangat jelek"
"Steffi Sondakh","5 bintang","5 tahun lalu","God Service & Fast Respons"
"Denny Pusungulaa","5 bintang","4 tahun lalu","👍tks …"
"Deden Arisandi","4 bintang","6 tahun lalu","Mudah di jangkau"
"Nona Tanpa nama","5 bintang","3 tahun lalu","Expedisi bagus"
